id,Predicted
23904,340375.8356
179693,807901.9802
144227,682367.5479
120211,395225.58
173440,422853.1356
46749,425909.3807
96942,576576.2759
183177,557127.5834
35398,341659.9907
30263,254714.0226
48194,387109.5376
129424,504888.3351
110123,372780.3248
60370,518908.6579
33837,427692.1847
108049,472568.1787
78656,541513.2204
7172,305240.0411
66304,472150.0301
78058,422921.2497
176324,634299.8644
165880,482796.7121
93902,330228.0523
116039,400928.0568
151166,473439.6245
40210,267422.4369
98367,324434.931
160925,532432.2922
104371,504518.4743
78415,667348.5035
83660,544763.8164
121434,473173.5667
78336,622029.4707
52510,430314.4771
64261,375095.1068
97749,504518.4743
172084,456105.3622
52569,298873.8328
57400,462964.0764
169875,496630.9956
58398,456209.861
183622,621736.8576
48753,543664.1423
130190,544763.8164
108466,379052.2414
157786,517333.7453
95190,370882.5982
87452,478216.4127
142203,494054.3251
130773,612117.2672
168853,497690.0974
64684,365255.0061
57446,336101.9069
153747,402679.3437
159666,470213.1169
71555,397951.7699
134319,779073.5314
93943,454275.7253
109872,508051.1071
177223,642795.7701
93784,471838.2899
6380,316190.1938
132297,397258.8251
125110,465189.5983
36843,392815.2381
121955,385346.9625
82973,499069.2938
103986,379969.0886
97824,445577.8563
64151,450452.6643
165946,497690.0974
159307,455865.0413
131434,376025.2961
8556,434895.74
37868,350465.6625
14032,308590.972
21341,435579.0437
135288,539241.2847
50116,329696.6939
97940,473649.1193
162134,486933.5414
166998,565039.6425
137392,489470.5692
1460,362065.8708
171905,751066.3563
175067,584232.2725
172514,556643.356
17738,323022.1462
67047,332653.016
124014,552655.5324
185762,722872.202
1311,285243.8406
119140,585944.6485
142546,482704.2032
114400,271178.9314
22406,523981.5119
92766,585365.7283
60485,448946.2519
91648,456496.1632
132526,730628.2835
25180,407753.0694
48904,253297.7248
146550,432436.2945
19407,499368.683
47699,281302.9093
2620,325995.1243
174106,542149.3432
112846,513914.7846
83926,465189.5983
64285,381711.1288
5733,368213.4084
87638,556112.8515
53604,313146.3274
53244,436156.6742
82872,357685.4776
66096,514288.701
173642,427490.9489
145405,416251.7387
90156,425535.3404
180075,639725.1596
5153,327536.5612
134959,508730.9829
64342,347630.8506
51154,477469.4551
40845,286902.8203
170881,745969.0871
106257,659930.3304
114464,296398.1717
97370,405458.7981
172227,499069.2938
151941,490286.5482
107035,441906.4937
135274,448338.5654
169795,505812.2908
83718,491467.609
42632,267732.9766
68198,366187.0764
112707,414954.0708
36740,362423.7914
42954,231689.1223
5921,304701.4227
40850,267291.0783
44668,290314.6173
21263,359304.1635
162241,574842.8776
81902,478778.9901
169151,548079.6412
154334,463092.4612
59218,420572.8816
37714,423496.489
106222,477951.3239
139069,525152.0744
4425,436185.2799
140007,419014.3133
90024,381061.8854
153101,474566.4814
37538,259562.4655
32399,370077.4045
38946,231689.1223
151272,458879.9525
95430,531928.3252
101750,597084.6668
16356,323683.1409
131496,463200.2619
167864,524311.4263
17832,324851.7831
106738,465936.414
33431,329554.3337
164505,509933.7115
47565,501573.3127
99660,536801.2478
20200,264936.7657
28507,519141.8181
43495,457909.4276
23794,385940.5819
40297,323683.1409
53944,547436.4451
11040,675740.874
106585,428481.9421
70050,665555.7321
75026,503783.5761
142562,428495.3528
113332,456010.2556
104548,692108.7279
159065,492383.6178
157589,531803.02
26850,246049.8797
83917,386943.3046
124331,416468.146
58018,156331.5484
163913,567816.2024
109105,430456.9794
97862,483490.4345
16478,323164.4098
35187,312206.9335
25446,422825.2453
47828,351606.5321
123220,444434.4101
16366,323683.1409
144449,467306.851
39920,233685.9828
160888,472321.1641
47978,274086.6391
14331,332970.3384
60334,260063.6879
49737,281302.9093
98533,247748.5927
38375,268217.2041
176978,698331.7737
60474,527566.8355
163806,539170.4095
4654,360716.6048
130912,438174.6051
115098,469858.8272
56214,276882.85
63720,325996.1225
143496,576541.1908
33941,436117.202
66720,230889.7719
29518,137076.1037
68026,579681.6377
161546,569304.2447
118804,340075.0748
126852,448627.1792
102392,424829.8896
49738,258410.7289
49424,366523.6682
18184,297747.094
5408,378654.0557
157571,531803.02
111705,571321.9004
179891,641348.5996
76587,296398.1717
2629,342326.4279
119008,416289.4846
128414,335862.5661
162481,429390.3217
39075,392556.3902
113444,577742.2841
58984,564971.3771
134087,486433.8795
27723,305659.1947
61426,705103.7813
26496,274812.9208
8183,439736.7808
96508,420267.3155
56072,427037.754
77192,396604.5755
84054,572905.9677
55624,342486.2716
163711,422809.8169
29219,429659.8919
81813,494178.2234
181000,647368.3303
143894,496290.6291
141800,540551.3077
30009,258926.5313
45917,298637.1715
14425,305865.6494
23268,327895.6496
1284,181318.476
69986,703377.2112
134779,492934.6957
78114,400926.6359
128833,457784.4661
129335,407861.225
56632,351386.6185
46967,249085.2161
146611,374087.6695
37748,354678.1712
156600,502028.7254
105167,323743.7711
35572,274915.384
154900,552607.7248
68778,425289.045
40761,604291.7022
76922,383482.8219
57737,233685.9828
63946,497239.4559
111235,346146.0167
114882,461711.6305
12676,267781.1202
138376,494178.2234
90637,449790.365
184522,587943.3929
92974,360823.9735
8857,299411.9911
27895,325715.1596
156181,475282.1445
41834,590645.0999
157391,618128.285
143702,406444.9272
185912,977508.3006
11229,258687.4057
41300,332828.9577
72247,380758.4169
83180,436846.8841
148335,481772.1329
7890,408832.9222
135138,457499.1218
27131,287828.9461
166558,572028.7111
131032,463615.8555
74357,427668.6701
156049,328235.9816
69414,739983.5369
97276,402124.4289
82842,377297.2196
148527,460009.5306
144752,495788.8554
18175,317358.8361
11905,264936.7657
171029,502440.7644
59320,445665.8135
84110,379969.0886
78965,744606.6124
85951,549800.1649
163141,472647.0567
109999,460708.6719
147801,400798.4466
139213,455150.7538
126460,589881.2073
28015,397400.5766
181431,621322.6511
52696,653366.0489
50605,331589.4271
165242,470585.4083
48813,249640.3319
110483,568223.8375
89306,331278.9209
133442,387695.3306
65829,521064.6242
87579,344048.4579
91465,459776.6016
73701,471321.0744
15530,381859.5918
18230,522236.4061
97193,527230.8723
166625,538545.7863
33195,411694.0769
136148,482327.2487
165033,656328.9818
21315,388272.9932
91814,312038.3154
16891,450686.9335
107918,633085.9591
79471,478306.7142
21862,465673.8258
67991,476502.0958
165486,516263.1527
63600,449878.3222
110049,324953.6621
112307,400370.1589
10157,357958.6096
74635,463055.3599
25784,466936.4142
107059,452714.3828
30356,434768.969
87516,620958.8339
10936,532029.4092
88543,538574.3308
139877,470660.9597
42424,454499.9929
52670,551725.8011
166867,440223.7825
101107,448091.803
76199,479207.0375
80888,376545.9082
9911,255349.9569
156640,461996.9748
102356,519840.7282
48860,369222.0657
102849,695608.7614
138105,450024.5775
117983,473649.1193
93922,353191.121
46238,426502.5015
59022,639445.3104
106646,432281.1116
120040,552832.4131
126172,414278.1128
168000,654078.1839
80749,431305.8189
131491,463092.4612
112112,490336.2247
47501,299358.0603
13728,324067.8874
101768,387732.6329
6316,323683.1409
126098,738605.4581
165,327163.7665
19524,463624.4306
150677,460009.5306
59379,425447.3832
74454,350890.6629
175450,621248.9992
89244,766233.2709
116506,388971.6367
147339,479457.5518
74001,626323.7013
90922,450970.1127
1820,455797.0219
110186,324675.8414
62682,359178.3568
89581,432436.2945
137848,507720.931
161798,374087.6695
170742,482739.6703
82918,409653.7606
37679,374289.9132
154926,482991.4988
149598,275335.6282
44725,254714.0226
90766,572905.9677
148899,460295.3327
126592,344048.4579
157908,432972.8609
113713,421860.99
148870,669091.7284
165510,494178.2234
101470,423190.4373
51743,322267.8413
27173,146918.3365
27812,349290.8949
95488,398504.1373
173154,612210.7703
121352,405441.2519
143803,439879.0575
63373,327536.5612
1386,335893.252
163514,554547.9663
35643,253781.9523
120579,525313.5176
128369,388627.4009
141816,470368.6809
161838,528845.8519
71069,396715.5481
77131,473830.4255
17667,366565.4118
52148,387004.1707
72854,573122.9554
102035,482704.2032
111359,429932.7435
17719,346953.6698
123306,329295.982
161864,653746.2603
180849,603036.7634
160993,492383.6178
162321,381242.6444
46481,296956.4045
79814,354086.8066
137789,599885.9352
54212,235102.2806
33512,363179.8949
57246,693043.5351
183567,561435.1988
126709,444354.8031
38938,231689.1223
31497,423152.3028
43094,394083.7535
40278,323683.1409
174057,673431.7931
88538,538574.3308
78488,650568.0037
170729,651309.6233
173992,587864.152
60975,341078.0334
54718,249471.2274
178130,613235.9912
133730,421286.2811
70033,708037.5627
43395,576940.1984
142569,455731.448
25880,226045.5518
139537,452019.557
3465,407714.2182
40735,504392.5987
162957,512695.7311
83356,436846.8841
32897,262899.9144
49245,313665.0585
60337,260063.6879
139769,616874.9298
52326,341007.1451
162813,829758.6953
180789,504477.5197
49386,414243.0579
33541,359970.3449
159352,534485.6249
42027,422621.2515
155370,470546.9536
143725,512191.764
131769,424388.2317
139885,450924.3986
93808,385703.1951
10639,297705.1012
168611,558282.3475
167653,640754.0487
123170,352706.8935
139150,311797.405
62622,460941.6009
168689,884103.3074
18566,299358.0603
67121,254748.5262
119193,402608.4904
75320,433028.2874
185227,772749.2283
59316,445665.8135
42962,231689.1223
51540,267781.1202
37927,350465.6625
85155,320463.3328
148730,459290.694
182768,618900.6311
21816,321783.6138
119821,450995.2869
53803,465721.9779
75672,445927.101
164062,517931.0857
9801,669768.2408
90516,532126.2903
126543,367011.5266
20563,188076.8494
173167,533865.2351
165546,718052.3153
140696,406632.7287
60885,406632.7287
71010,348907.724
65245,455865.0413
7762,301027.5324
162332,469653.338
132065,492399.6793
163315,546212.6448
94896,438553.286
13990,422166.9448
86695,442387.1138
136032,784582.2692
181973,534814.7372
70720,989095.7625
176320,640860.7412
123988,675288.7886
75446,418974.4636
165520,494178.2234
95499,478078.3554
73362,436204.7071
115013,320463.3328
170250,573136.0989
117752,514814.4261
120534,578263.6129
43110,374472.0115
173316,578948.1133
163348,829758.6953
167196,516522.9026
8539,547916.5971
57416,386607.3176
147688,376025.2961
48843,269252.0739
123483,450366.0147
91781,409896.3511
57502,173575.1827
41380,438668.6062
71368,393435.1098
90332,455768.4162
56200,451494.9827
59273,516765.2365
59528,828262.5099
142978,460977.0896
62463,441561.2945
151089,337931.7931
159388,408413.6385
15000,335583.3414
124030,404626.228
146762,372780.3248
32542,285999.6455
44504,337349.7522
154438,614634.0006
92711,400926.6359
26861,365560.7252
154130,505630.1706
108177,517195.223
85561,355484.726
29523,204441.7391
162190,560415.6757
137744,391032.8108
141614,385274.3941
154095,502386.8335
177433,654952.6996
16212,335801.9358
138324,472568.1787
179772,612303.9209
80229,550140.8732
146601,551537.4695
90354,449207.5394
16620,335801.9358
144520,393843.7858
43671,325996.1225
151379,424388.2317
43516,313517.4419
114780,413006.7674
48679,425447.3832
23310,335801.9358
82078,775236.8493
161637,432670.7601
97266,377852.3353
25975,346253.1538
183280,735866.3991
143522,405373.8286
82873,397033.7807
111022,391816.229
170004,463573.9865
149233,427828.2819
11335,267973.6051
178323,666346.6385
117545,459290.694
104197,486699.9846
114280,445577.8563
30527,323164.4098
42651,363903.7989
123646,416286.2423
72689,497265.0344
78646,462892.6369
50032,438692.1847
167436,609385.2906
25911,208263.4468
140037,451907.6176
117935,553223.3374
122922,391261.1133
28738,325484.1852
129413,416404.8722
65411,475843.8076
20519,197989.0528
148799,544386.8618
96848,354225.0321
167854,543923.1683
90027,387622.7622
124583,365662.6521
123841,379234.8462
143815,499428.7221
100928,345106.6735
64554,484268.825
27802,309942.5917
55996,299358.0603
168480,456530.6669
18511,366523.6682
7174,324851.7831
107447,404582.6676
109945,365735.2205
109304,528845.8519
33225,182932.2704
31504,295145.5516
85162,340075.0748
164868,489318.0933
102092,404062.0555
5618,328848.1478
45425,390347.9189
127376,444629.7245
156938,497239.4559
127635,479834.5063
111774,627070.5145
141311,643005.0169
68733,396714.1273
171431,710000.8236
57288,279675.4299
147560,585402.113
83283,418974.4636
180470,554945.2103
85424,434768.969
30049,250501.5139
138841,480872.4963
138637,393322.457
178178,741276.4455
69976,644493.1887
139744,600482.6998
58256,207328.2655
104665,466856.2095
169191,532680.4079
55984,449825.7515
40354,431075.1915
59813,206214.2694
142178,346146.0167
104367,484906.7322
135075,391907.8393
16278,331589.4271
49191,431559.4189
95010,425575.1901
179668,585029.9789
111338,346146.0167
76006,386082.1226
106534,464046.1521
78933,706657.6495
76196,581744.3242
110996,457786.3471
145016,502476.2315
133526,495932.3121
67069,586784.7483
77499,340075.0748
51668,653212.4139
64752,519950.3302
148430,440397.7886
63329,327536.5612
173406,524525.1049
79182,380971.9553
139963,425575.1901
119727,347078.087
14184,290395.5277
63325,673431.7931
69906,629524.252
150715,388141.4933
10423,374289.9132
13226,300979.6764
166355,499571.0675
162216,548342.8913
43071,382058.8941
103161,448767.5981
168506,529399.9695
30707,449825.7515
54877,442297.4179
77637,331650.0574
54304,320402.7025
71775,525800.4934
116543,375054.1389
18877,422896.1336
98865,478042.9341
169535,526418.1485
155674,332695.2187
46410,319855.3787
25354,407839.3512
149242,371421.0688
156019,555573.5865
2372,253242.9153
167793,467828.3642
13539,392556.3902
96889,580394.8726
12180,192289.3581
30975,476753.6733
142091,649135.994
141417,521219.6387
88385,552836.6548
118140,465189.5983
130703,428065.8287
78738,422220.2325
31269,311316.6904
109042,401711.0897
48367,423257.8606
169027,451797.7469
94564,446324.672
69161,534276.1124
109455,550670.9808
102048,463092.4612
142061,651017.1999
80360,336591.8955
108330,442765.5839
45894,271532.4825
184619,768670.783
44807,323683.1409
86934,405589.7617
99343,397258.8251
168916,524500.0771
89276,633782.1447
51815,305865.6494
125813,416325.8693
107171,378198.2513
154642,454090.8309
10072,357958.6096
68097,355123.7977
160821,541157.996
19655,324915.1822
142752,436185.2799
36940,260063.6879
111126,400928.0568
596,284478.3444
71019,348907.724
4479,346479.4768
55848,491248.0164
85188,485258.0605
125357,393395.0254
14647,294353.9402
162730,532432.2922
150653,440397.7886
120056,397019.6996
169156,567816.2024
67935,665097.4615
174388,597334.9842
182913,598841.2121
54148,254544.0005
131866,576255.098
149984,471142.4051
159985,570403.9198
95496,481358.7938
112843,408043.1286
49524,388227.6092
27369,168465.1074
30825,424927.6539
169753,679921.7816
92534,385869.8535
129225,395690.9689
13062,169700.4803
130722,545570.11
134157,447695.1089
165859,482796.7121
66301,511498.3332
83618,499821.7381
107691,440183.2624
105232,402403.4041
48298,524310.8498
40648,355484.5661
71976,465040.392
72896,620896.2759
74551,368872.2022
44973,316190.1938
29347,367025.3583
141919,499643.6359
106300,381191.4957
131980,401711.0897
133141,400798.4466
3973,339205.8332
40519,340014.4445
180446,617036.4905
175025,558059.6537
75064,381061.8854
18793,460343.9115
149491,440397.7886
154754,560325.3602
132371,429034.2836
134999,468076.1247
165322,507530.6289
108805,499571.0675
140691,445981.0319
156367,548834.9443
85858,577944.1972
152700,470782.9161
185104,587174.7388
70218,438174.6051
10393,370077.4045
165123,607378.8823
55106,428031.325
88369,380237.8048
41779,587435.5498
130816,413645.0848
31211,317358.8361
166757,647736.7615
108437,346301.1997
185814,706352.1267
73304,411323.567
148656,468647.7817
84559,355823.0171
151222,399849.5468
2069,245078.5802
182640,670708.3535
157520,538719.6978
153201,487239.0388
51319,423711.0495
167197,497324.4997
56328,655080.5729
7586,324851.7831
4962,553860.8574
17286,267291.0783
17996,306172.1114
136652,490607.8918
107533,380758.4169
35676,271634.9456
63528,449878.3222
88024,396569.1084
92245,489470.5692
121431,430456.9794
117675,390042.0186
134315,588145.2342
80382,344048.4579
5676,365794.152
85834,424750.8866
7544,329064.2918
76545,369392.6134
182269,666980.0723
115301,416289.4846
184499,782106.316
89274,783659.9856
96978,456010.2556
22476,338863.7798
43684,345607.8645
103852,615416.6839
6660,316190.1938
149136,533520.8094
55623,322874.5296
154963,454090.8309
118607,395188.2777
66046,464657.083
50815,397840.866
88378,463092.4612
47559,475275.8748
96116,437880.7548
31651,384015.1005
141186,586311.2813
142321,648691.4081
47123,258926.5313
176333,616552.263
3011,315381.5825
68006,579681.6377
183387,606354.3031
36465,351272.0574
39670,320184.1081
173044,473865.8467
7197,298160.4332
35841,254821.2955
185880,620059.4868
64929,699604.4119
99553,532079.8835
59246,235738.2148
122401,366258.1115
5750,358301.2049
54602,293407.2972
57503,203099.1282
139988,485501.8092
61441,695262.4661
3816,384059.4969
157223,485122.1063
45836,350465.6625
155755,473827.392
1314,265507.2795
172283,610275.7414
183939,665430.5084
102449,433668.2461
130038,391155.8133
69337,747458.9378
59437,323683.1409
100231,422220.2325
184320,602123.3307
121624,428727.8216
175778,581061.7048
49838,320702.6736
112596,408314.5045
92825,617649.5
3175,559192.597
20599,264870.4607
90059,516905.3297
8718,274046.6235
56904,608989.2946
140415,436185.2799
45486,386135.4102
72264,448627.1792
102129,405478.3533
5083,436382.5303
23403,373821.787
57581,711616.2272
165475,474566.4814
88985,498390.7321
30967,480034.1117
19270,395459.7296
39924,233685.9828
52520,533423.1307
151658,435343.7359
145774,525152.0744
52004,312691.161
109232,367331.5626
32071,187200.9033
421,249834.7761
150070,499140.8988
157555,492454.7169
141514,334040.6282
137558,588446.9231
155571,405112.7556
162016,528845.8519
47743,335688.5677
42863,317534.402
60316,352202.9264
119376,497563.0659
96534,439879.0575
97787,563064.6525
46854,206880.4227
131197,372318.6355
45750,326015.5436
75580,556028.2231
122938,570607.2497
24952,275462.9213
8713,254434.8815
29044,305865.6494
33794,397666.4655
155354,625407.386
174630,621736.8576
357,175689.6696
52446,376654.3825
173530,470173.0326
9167,267556.635
2712,273396.6231
34228,421841.5628
14795,339795.8501
101108,467828.3642
182805,636164.005
101314,469976.508
71207,361545.25
24463,297747.094
161441,411347.1526
62066,327199.6911
140608,477557.0265
9901,235738.2148
167009,540642.7299
70131,312603.3614
111696,584443.654
69883,731037.016
68434,420301.806
10786,349258.1641
104011,591585.6394
108425,346301.1997
120804,414056.5041
26582,363725.3271
20975,415359.6088
134633,528856.8862
97941,473649.1193
107642,422364.7727
161902,550792.1778
100312,789512.306
95448,400370.1589
21815,341395.3558
149382,679968.5597
74108,674097.0218
123994,655677.0466
146443,469850.8458
108700,390042.0186
22001,432008.2599
74783,349260.4602
119865,461723.9053
141913,397052.4183
74995,478525.4815
135235,320463.3328
48589,309146.0877
914,279333.7654
119943,416629.5605
99440,320463.3328
144341,589058.6189
97930,544763.8164
90951,415386.4754
131041,349874.2979
84731,470549.9871
135546,746166.4157
127448,475533.5831
61300,277437.9658
63131,377498.6202
25238,279746.3182
180340,578469.1021
99506,331650.0574
183854,671085.7038
94910,478904.5477
44500,230889.7719
63085,401393.9699
164640,673916.0014
16313,369609.2783
132985,392061.8904
101842,372333.3996
5938,472647.0567
44937,340014.4445
170855,575004.8984
40121,249640.3319
74424,465187.3362
156663,541384.6158
181734,647368.3303
109020,472860.2904
54192,267736.6423
121171,520879.7116
118207,733658.4881
103252,471409.4889
46896,179721.8027
175241,670708.3535
9111,521547.9691
172947,485158.9267
60940,504192.1077
77395,377647.0831
83691,571973.8974
11241,361866.9476
58884,357614.4234
33511,363179.8949
35455,167011.5074
134929,413257.6999
127658,495358.5588
74414,447777.579
23654,311977.6851
41430,282955.8683
96127,517525.8611
66839,367602.1598
68946,420538.378
167240,683063.4319
75029,503783.5761
164287,396252.1012
7830,320639.2744
33316,248020.426
59853,436185.2799
77185,393324.1371
131362,381242.6444
60057,479124.246
62703,485374.8982
7301,267291.0783
62430,441329.8589
90275,399362.7216
41898,687067.4717
147521,400332.8567
16961,331660.3154
51376,290075.4918
115157,397258.8251
120634,626561.467
125261,373605.1221
95547,466929.8964
3515,339205.8332
76413,299734.4219
170768,575309.1495
127634,486395.3831
66815,679992.6699
5490,452019.557
142611,405631.4867
65774,748298.5089
92958,522165.5178
84749,306779.5262
116909,533857.1648
85064,344287.5835
94989,555180.7812
185937,775735.2273
67686,495763.8977
132595,477396.2081
45139,465044.2956
29101,356919.4083
20069,313899.7425
22550,148262.8284
174839,670127.2445
114955,591868.6763
146788,403406.3627
83092,520185.7681
135246,403406.3627
61802,695262.4661
137382,469858.8272
145401,520689.5507
58300,254544.0005
140496,335043.5868
149481,460009.5306
136826,525152.0744
69083,538595.8941
149913,341412.8959
105985,517579.7698
112379,393843.7858
24595,363362.181
170528,540642.7299
137587,793276.9718
50622,434768.969
20491,249471.2274
20537,266697.433
18157,317358.8361
157941,750378.9244
92700,624714.0315
123974,549859.3215
173075,459290.694
141277,479494.6532
112473,383518.2432
75725,514402.9679
148084,696533.7134
163134,558782.1515
169551,511378.3236
97936,512997.4225
5409,378654.0557
181576,563688.4602
176565,619872.717
69920,599929.4183
155355,517333.7453
169526,490350.2838
175592,891722.6949
11800,264004.6954
76885,436884.4212
150140,498390.7321
15952,341562.2608
163132,453035.3147
182445,615263.548
1689,235940.7959
43974,317835.74
15651,249085.2161
51632,458374.815
44152,301917.7756
79260,526154.941
126131,493350.5572
146446,456799.9805
35453,167011.5074
24575,386248.0421
153177,447890.7357
11722,283616.4374
13333,374774.2851
155121,668799.3049
101310,469976.508
53959,449307.0335
23876,322109.5031
126643,434932.2777
86844,520580.0654
53505,254714.0226
180050,632697.0128
1112,377006.3809
181162,667999.9339
57024,434828.9273
87181,368106.1268
1248,370490.8882
59383,445059.1252
162369,444441.6316
133350,666743.3603
99669,513909.0674
34764,535406.7287
62298,480909.5976
35998,419737.6663
1607,396960.7619
32970,304613.5431
26641,359966.4224
175224,687145.049
110327,411347.1526
156595,570403.9198
163067,492383.6178
60715,430379.233
150551,463092.4612
58057,482094.4598
175585,891722.6949
15757,234170.2103
20005,254474.8971
60657,459512.504
81819,408043.1286
174859,607869.8035
107651,482327.2487
145839,542247.8445
109597,375576.5357
64677,345643.2641
170987,430769.6027
132448,666935.1643
615,323826.6476
328,375949.5139
170503,565039.6425
54169,367635.7458
101792,423781.0705
53716,278814.2479
118305,458431.1921
159348,534485.6249
47524,288171.3356
120095,446153.506
89161,447372.0046
122216,390284.6091
22639,173160.926
105567,713389.8657
36501,297747.094
90278,399362.7216
176235,602777.5803
133638,410944.7183
49178,351272.0574
25528,395255.756
47155,365386.5115
69881,596719.8682
78321,592505.5252
55247,275533.8096
86287,762948.4399
105381,533567.0696
81889,395853.4454
114435,311797.405
60550,334685.7747
85101,312038.3154
87805,558461.2196
21257,374703.3969
57009,343568.1529
57447,336101.9069
96458,424893.1633
133136,467750.7427
5000,316384.9386
42652,363903.7989
23784,402790.6166
11571,268217.2041
162263,545248.0439
185322,617711.1187
95243,497690.0974
98025,493260.8613
121413,430456.9794
16255,323683.1409
169864,644066.1264
65094,361477.5411
106745,446324.672
35269,337447.482
182962,662317.8397
67245,351922.282
146159,499663.392
67199,406721.2796
153321,575086.7319
171081,664020.7554
64169,495000.2418
59992,254714.0226
87375,527194.762
45489,386206.2985
133891,449041.6857
28201,407507.7807
181799,595078.2264
128771,653369.4536
100544,458718.4174
117827,544763.8164
125112,544763.8164
41283,332828.9577
143488,444426.0278
132026,518615.4766
154774,535570.9202
181316,636238.5242
26452,261691.1673
69192,635080.3359
48876,253781.9523
23995,281310.3985
114699,372296.0973
14429,428727.8216
29310,491248.0164
155233,369052.9612
140675,532562.0275
149085,479124.246
32887,282511.6564
124252,520475.6613
101533,429787.6987
133377,459740.217
166041,493102.5152
40559,335801.9358
37378,557212.184
33652,382897.0289
114468,362006.9393
74715,456010.2556
64519,683202.22
152802,444610.2973
53278,371544.0712
34834,301653.1407
124152,523050.2783
136017,662362.3521
154630,454090.8309
179253,673148.1438
146936,472824.2675
97021,382512.6868
1925,353407.2736
177820,561933.2727
83330,409617.3759
145449,375613.8379
179983,669627.0769
167017,543923.1683
143174,489470.5692
42152,350465.6625
118433,281448.6622
1085,342454.1288
108,231391.6763
21504,433805.2186
29908,290314.6173
70316,500413.2076
147948,663590.478
98363,324434.931
162615,585349.0233
